Player,Pos,Squad,Comp,npxG,-9999
Elvis Rexhbeçaj,MF,Bochum,de Bundesliga,1.4,1ae836b1
Rober,DF,Levante,es La Liga,1.4,c00097d2
Stian Rode Gregersen,DF,Bordeaux,fr Ligue 1,1.4,5f011e05
Simone Romagnoli,DF,Empoli,it Serie A,1.4,09899de8
Junior Sambia,DFFW,Montpellier,fr Ligue 1,1.4,24eb7ed6
Nélson Semedo,DF,Wolves,eng Premier League,1.4,d04b94db
Çağlar Söyüncü,DF,Leicester City,eng Premier League,1.4,21166ff4
Niklas Süle,DF,Bayern Munich,de Bundesliga,1.4,e33c06cf
Adrien Tameze,MFDF,Hellas Verona,it Serie A,1.4,8da74c05
Jan Thielmann,MFFW,Köln,de Bundesliga,1.4,fd53759d
Walace,MF,Udinese,it Serie A,1.4,26db8853
Kelvin Yeboah,FW,Genoa,it Serie A,1.4,ea0893d6
Jordi Alba,DF,Barcelona,es La Liga,1.3,4601e194
Rubén Alcaraz,MF,Cádiz,es La Liga,1.3,036bba5f
Giorgio Altare,DF,Cagliari,it Serie A,1.3,aa5322d5
Amath,FWMF,Mallorca,es La Liga,1.3,f3b1d9a2
Sebastiaan Bornauw,DF,Wolfsburg,de Bundesliga,1.3,01834aa0
Lilian Brassier,DF,Brest,fr Ligue 1,1.3,5b146df3
Dan Burn,DF,Brighton,eng Premier League,1.3,b2d31e83
Leandro Cabrera,DF,Espanyol,es La Liga,1.3,69cbc8b6
Lucas Da Cunha,FWMF,Clermont Foot,fr Ligue 1,1.3,007faf7a
Thomas Delaney,MF,Sevilla,es La Liga,1.3,fe641c1a
Kiernan Dewsbury-Hall,MF,Leicester City,eng Premier League,1.3,5c74c0f5
Stéphane Diarra,FWMF,Lorient,fr Ligue 1,1.3,29939a1d
Landry Dimata,FWMF,Espanyol,es La Liga,1.3,b5f63410
Shane Duffy,DF,Brighton,eng Premier League,1.3,7314bba4
Alfred Duncan,MF,Fiorentina,it Serie A,1.3,528492ea
Abdessamad Ezzalzouli,FWDF,Barcelona,es La Liga,1.3,bed68338
Youssouf Fofana,MF,Monaco,fr Ligue 1,1.3,822d51d7
Fransérgio,MF,Bordeaux,fr Ligue 1,1.3,deba6b05
Silvère Ganvoula M'Boussy,FW,Bochum,de Bundesliga,1.3,6c731625
David García,DF,Osasuna,es La Liga,1.3,3e42f707
Raúl Guti,MF,Elche,es La Liga,1.3,0b2c8585
Jonas Hector,DF,Köln,de Bundesliga,1.3,c2009df3
Julien Laporte,DF,Lorient,fr Ligue 1,1.3,f066022d
Robin Le Normand,DF,Real Sociedad,es La Liga,1.3,9a64e67e
Tim Lemperle,FWMF,Köln,de Bundesliga,1.3,792ffa71
Giovani Lo Celso,MFFW,Villarreal,es La Liga,1.3,d7553721
Maxime Lopez,MF,Sassuolo,it Serie A,1.3,20094685
Thomas Meunier,DF,Dortmund,de Bundesliga,1.3,e162b013
Luis Milla,MF,Granada,es La Liga,1.3,19c36442
Thomas Monconduit,MF,Lorient,fr Ligue 1,1.3,84d94b91
Lebo Mothiba,FWMF,Troyes,fr Ligue 1,1.3,3eaf8817
Jean Onana,MF,Bordeaux,fr Ligue 1,1.3,b5bb8188
Stefan Posch,DF,Hoffenheim,de Bundesliga,1.3,7f609bfc
Chris Richards,DF,Hoffenheim,de Bundesliga,1.3,0a3d6d2b
Rodrigo,FW,Betis,es La Liga,1.3,85bed4ee
Oriol Romeu,MF,Southampton,eng Premier League,1.3,4b511457
Antonio Sánchez,MFFW,Mallorca,es La Liga,1.3,a254bbe0
Germán Sánchez,DF,Granada,es La Liga,1.3,ea9b2ef9
Samir Santos,DF,Udinese,it Serie A,1.3,92b4758e
Joe Scally,DF,M'Gladbach,de Bundesliga,1.3,236f02cd
Fabian Schär,DF,Newcastle Utd,eng Premier League,1.3,c8aa95da
Renato Steffen,FWMF,Wolfsburg,de Bundesliga,1.3,dd669209
Pascal Struijk,DF,Leeds United,eng Premier League,1.3,f4d296e4
Corentin Tolisso,MF,Bayern Munich,de Bundesliga,1.3,652d4c37
Rafael Tolói,DF,Atalanta,it Serie A,1.3,c56dc39e
Matías Vecino,MF,Inter,it Serie A,1.3,44ac04e9
Yunis Abdelhamid,DF,Reims,fr Ligue 1,1.2,32c2d95f
Kevin Akpoguma,DF,Hoffenheim,de Bundesliga,1.2,6ec6fde0
Tolgay Arslan,MF,Udinese,it Serie A,1.2,963a328b
Santiago Ascacíbar,MF,Hertha BSC,de Bundesliga,1.2,e26fcca3
César Azpilicueta,DF,Chelsea,eng Premier League,1.2,53cad200
Milan Badelj,MF,Genoa,it Serie A,1.2,e8c930bb
Gareth Bale,FW,Real Madrid,es La Liga,1.2,a58bb1e1
Mattia Bani,DF,Genoa,it Serie A,1.2,0821331c
Simon Banza,FW,Lens,fr Ligue 1,1.2,be47b750
Ross Barkley,MF,Chelsea,eng Premier League,1.2,3a24769f
Jeremie Boga,FWMF,Atalanta,it Serie A,1.2,fe012aca
Marcelo Brozović,MF,Inter,it Serie A,1.2,33b8d077
Anthony Caci,DF,Strasbourg,fr Ligue 1,1.2,0118c54c
Felipe Caicedo,FW,Genoa,it Serie A,1.2,93b891d1
Jean-Charles Castelletto,DF,Nantes,fr Ligue 1,1.2,e0f3a1f6
Gaetano Castrovilli,MF,Fiorentina,it Serie A,1.2,0728bebe
Ben Chilwell,DF,Chelsea,eng Premier League,1.2,d2424d1b
Pedro Chirivella,MF,Nantes,fr Ligue 1,1.2,68a26d51
Mamadou Coulibaly,MF,Salernitana,it Serie A,1.2,c976160c
Danilo,DFMF,Juventus,it Serie A,1.2,94b2001f
Thomas Delaine,DF,Metz,fr Ligue 1,1.2,8332db56
Giovanni Di Lorenzo,DF,Napoli,it Serie A,1.2,230a2fac
Kieran Dowell,FWMF,Norwich City,eng Premier League,1.2,2f6ec02a
Lewis Dunk,DF,Brighton,eng Premier League,1.2,282f75f3
Jean-Kevin Duverne,DF,Brest,fr Ligue 1,1.2,0cbc8baa
Maximilian Eggestein,MF,Freiburg,de Bundesliga,1.2,beb882a8
Federico Fazio,DF,Salernitana,it Serie A,1.2,4e358a2d
Ben Gibson,DF,Norwich City,eng Premier League,1.2,bcfb0142
Angel Gomes,MFFW,Lille,fr Ligue 1,1.2,645a3363
Eden Hazard,FWMF,Real Madrid,es La Liga,1.2,a39bb753
Martin Hinteregger,DF,Eint Frankfurt,de Bundesliga,1.2,080440a4
Ajdin Hrustic,MF,Eint Frankfurt,de Bundesliga,1.2,1f2d714c
Isco,MFFW,Real Madrid,es La Liga,1.2,a0b4bb3e
Josan,DFMF,Elche,es La Liga,1.2,5b28b2f6
Michael Keane,DF,Everton,eng Premier League,1.2,c5b7c315
Rani Khedira,MF,Union Berlin,de Bundesliga,1.2,59e4b92e
Dominik Kohr,MF,Mainz 05,de Bundesliga,1.2,0fbecd11
Jules Koundé,DF,Sevilla,es La Liga,1.2,4d1666ff
Lukas Kübler,DF,Freiburg,de Bundesliga,1.2,2a29eb9b
Maxence Lacroix,DF,Wolfsburg,de Bundesliga,1.2,277c49ed
Adam Lallana,MF,Brighton,eng Premier League,1.2,99813635
Sam Lammers,FW,Eint Frankfurt,de Bundesliga,1.2,c283ddef
Valentino Livramento,DF,Southampton,eng Premier League,1.2,afed6722
Jürgen Locadia,FWMF,Bochum,de Bundesliga,1.2,6cc47ae1
Ruben Loftus-Cheek,MFDF,Chelsea,eng Premier League,1.2,e97fd090
Sean Longstaff,MF,Newcastle Utd,eng Premier League,1.2,a2b105e0
Unai López,MF,Rayo Vallecano,es La Liga,1.2,88050721
Yohann Magnin,MFDF,Clermont Foot,fr Ligue 1,1.2,caa7aaea
Habib Maïga,MFFW,Metz,fr Ligue 1,1.2,e768de1f
Abdul Majeed Waris,MFFW,Strasbourg,fr Ligue 1,1.2,46907171
Rolando Mandragora,MF,Torino,it Serie A,1.2,c7259b83
José María Giménez,DF,Atlético Madrid,es La Liga,1.2,f0da930c
Lucas Martínez Quarta,DF,Fiorentina,it Serie A,1.2,3ec3c1c9
Facundo Medina,DF,Lens,fr Ligue 1,1.2,6f5ec8bb
Ángel Montoro,MF,Granada,es La Liga,1.2,719384c1
Toni Moya,MF,Alavés,es La Liga,1.2,9e098912
Nacho,DF,Real Madrid,es La Liga,1.2,2946f9a1
Rúben Neves,MF,Wolves,eng Premier League,1.2,44bfb6c5
Bram Nuytinck,DF,Udinese,it Serie A,1.2,e33f36d5
Alex Oxlade-Chamberlain,MFFW,Liverpool,eng Premier League,1.2,38c7feef
Pedrosa,DF,Espanyol,es La Liga,1.2,112521d1
Peter Pekarík,DF,Hertha BSC,de Bundesliga,1.2,c18d22f5
Nehuén Pérez,DF,Udinese,it Serie A,1.2,f7c491f1
Germán Pezzella,DF,Betis,es La Liga,1.2,8c725b43
Maximilian Philipp,MFFW,Wolfsburg,de Bundesliga,1.2,061e8e23
Pablo Rosario,MF,Nice,fr Ligue 1,1.2,1a6b7ea4
Aitor Ruibal,FWDF,Betis,es La Liga,1.2,a55d8df5
Diadie Samassékou,MF,Hoffenheim,de Bundesliga,1.2,08593525
Son,DF,Levante,es La Liga,1.2,037dbd30
Óscar Trejo,MF,Rayo Vallecano,es La Liga,1.2,fc647b34
Granit Xhaka,MFDF,Arsenal,eng Premier League,1.2,e61b8aee
Lucien Agoume,MF,Brest,fr Ligue 1,1.1,8bc8829a
Sergio Agüero,FW,Barcelona,es La Liga,1.1,4d034881
Nathan Aké,DF,Manchester City,eng Premier League,1.1,eaeca114
Nadiem Amiri,MFFW,Genoa,it Serie A,1.1,555d5edd
Mauro Arambarri,MF,Getafe,es La Liga,1.1,58afe001
Rodrigo Becão,DF,Udinese,it Serie A,1.1,19e4eab9
Mitchell van Bergen,FWMF,Reims,fr Ligue 1,1.1,0b2c9aec
Quentin Boisgard,MFFW,Lorient,fr Ligue 1,1.1,f6496133
Bryan,MFFW,Valencia,es La Liga,1.1,7b5ab7f2
Jens Cajuste,MF,Reims,fr Ligue 1,1.1,928a4a61
Pierrick Capelle,MFDF,Angers,fr Ligue 1,1.1,79b2399c
Moreto Cassamã,MF,Reims,fr Ligue 1,1.1,f54d2149
Aaron Cresswell,DF,West Ham,eng Premier League,1.1,4f974391
Mahmoud Dahoud,MF,Dortmund,de Bundesliga,1.1,db4ed67b
Konrad De La Fuente,FWDF,Marseille,fr Ligue 1,1.1,4b77bb89
Víctor Díaz,DF,Granada,es La Liga,1.1,3624ce4c
Tiago Djaló,DF,Lille,fr Ligue 1,1.1,b2336681
Lucas Douath,MF,Saint-Étienne,fr Ligue 1,1.1,3cd7820a
Óscar Duarte,DF,Levante,es La Liga,1.1,aa0ac32d
Mohamed Fares,DFFW,Genoa,it Serie A,1.1,b7a5bc86
Alfreð Finnbogason,FWMF,Augsburg,de Bundesliga,1.1,f9e7c4ac
Marvin Friedrich,DF,Union Berlin,de Bundesliga,1.1,b77f44a4
Ben Godfrey,DF,Everton,eng Premier League,1.1,9f7c837d
Jeffrey Gouweleeuw,DF,Augsburg,de Bundesliga,1.1,1025db8e
Alberto Grassi,MF,Cagliari,it Serie A,1.1,6cc97b6a
Frederic Guilbert,DF,Strasbourg,fr Ligue 1,1.1,5d8d7454
Janik Haberer,MF,Freiburg,de Bundesliga,1.1,70dcf94d
Aaron Hickey,DF,Bologna,it Serie A,1.1,1780bb4a
Mason Holgate,DF,Everton,eng Premier League,1.1,d0042ab9
Timo Hübers,DF,Köln,de Bundesliga,1.1,94302c52
Iago,DF,Augsburg,de Bundesliga,1.1,054849d2
Yayah Kallon,FWMF,Genoa,it Serie A,1.1,f95f49d2
Boubacar Kamara,MFDF,Marseille,fr Ligue 1,1.1,cc77354e
Luca Kilian,DF,Köln,de Bundesliga,1.1,610aa1e9
Manuel Lanzini,MFFW,West Ham,eng Premier League,1.1,26f6dca8
Jamaal Lascelles,DF,Newcastle Utd,eng Premier League,1.1,450ab6fc
Aaron Lennon,MF,Burnley,eng Premier League,1.1,2ff964a0
Imran Louza,MF,Watford,eng Premier League,1.1,e1df6989
Ferland Mendy,DF,Real Madrid,es La Liga,1.1,3cefcaef
Kévin N'Doram,MF,Metz,fr Ligue 1,1.1,e50623a0
Mickael Nade,DF,Saint-Étienne,fr Ligue 1,1.1,a6b6fa6e
Frank Onyeka,MF,Brentford,eng Premier League,1.1,2944f86f
Vincent Pajot,MF,Metz,fr Ligue 1,1.1,f86ca403
Pedri,MF,Barcelona,es La Liga,1.1,0d9b2d31
Kike Pérez,FWMF,Elche,es La Liga,1.1,237a3851
Njegoš Petrović,MF,Granada,es La Liga,1.1,0cb29e91
Roberto Piccoli,FW,Atalanta,it Serie A,1.1,1cadaf34
Manuel Prietl,MF,Arminia,de Bundesliga,1.1,901c0f97
Antonio Raillo,DF,Mallorca,es La Liga,1.1,b857bd29
Franck Ribéry,MFFW,Salernitana,it Serie A,1.1,f61c7c4e
Declan Rice,MF,West Ham,eng Premier League,1.1,1c7012b8
Enzo Roco,DF,Elche,es La Liga,1.1,37f827ec
Óscar Rodríguez Arnaiz,MFFW,Getafe,es La Liga,1.1,19709006
Abdelhamid Sabiri,MFFW,Sampdoria,it Serie A,1.1,4830e0af
Lazar Samardzic,MF,Udinese,it Serie A,1.1,217c93a1
Louis Schaub,MFFW,Köln,de Bundesliga,1.1,b50ec54b
Jonathan Tah,DF,Leverkusen,de Bundesliga,1.1,bd142efb
Óscar Valentín,MF,Rayo Vallecano,es La Liga,1.1,592f3158
Nacho Vidal,DF,Osasuna,es La Liga,1.1,3a9c4b7b
Adam Webster,DF,Brighton,eng Premier League,1.1,c40b6180
Christopher Wooh,DF,Lens,fr Ligue 1,1.1,b003239d
Andre-Frank Zambo Anguissa,MF,Napoli,it Serie A,1.1,6bb2c084
Tomás Alarcón,MF,Cádiz,es La Liga,1.0,99ea2ddd
Iván Alejo,MFFW,Cádiz,es La Liga,1.0,3d7e48ce
Matias Arezo,FW,Granada,es La Liga,1.0,484ebdb0
Ashley Barnes,FW,Burnley,eng Premier League,1.0,2691c772
Danny Blum,FWMF,Bochum,de Bundesliga,1.0,eb61713c
Jeremie Boga,FWMF,Sassuolo,it Serie A,1.0,fe012aca
Hicham Boudaoui,MF,Nice,fr Ligue 1,1.0,f9d5908e
Martin Braithwaite,FW,Barcelona,es La Liga,1.0,fd771f95
Gianluca Busio,MF,Venezia,it Serie A,1.0,4a0b7f07
Eduardo Camavinga,MF,Real Madrid,es La Liga,1.0,7b9c2d84
Maxence Caqueret,MF,Lyon,fr Ligue 1,1.0,f81ef10d
Trevoh Chalobah,DF,Chelsea,eng Premier League,1.0,5515376c
Denis Cheryshev,MF,Valencia,es La Liga,1.0,0ac94a23
Séamus Coleman,DF,Everton,eng Premier League,1.0,0420d84f
Lucas Da Cunha,MF,Nice,fr Ligue 1,1.0,007faf7a
Daniel Didavi,FWMF,Stuttgart,de Bundesliga,1.0,d3096421
Eric Dier,DF,Tottenham,eng Premier League,1.0,ac861941
Felipe,DF,Atlético Madrid,es La Liga,1.0,51a3c4c8
Fernando Forestieri,FWMF,Udinese,it Serie A,1.0,d60c26fc
Francesco Forte,FW,Venezia,it Serie A,1.0,69e11a01
Roberto Gagliardini,MF,Inter,it Serie A,1.0,ce30bfc8
Billy Gilmour,MF,Norwich City,eng Premier League,1.0,df10e27c
Édgar González,DF,Betis,es La Liga,1.0,49d028db
Amadou Haidara,MF,RB Leipzig,de Bundesliga,1.0,92432bc6
Ander Herrera,MF,Paris S-G,fr Ligue 1,1.0,436a9dd0
Yangel Herrera,MF,Espanyol,es La Liga,1.0,e778654a
Corentin Jean,FWDF,Lens,fr Ligue 1,1.0,7d9b37bf
Moritz Jenz,DF,Lorient,fr Ligue 1,1.0,ee644761
Hassane Kamara,MFDF,Nice,fr Ligue 1,1.0,19a12bed
Thilo Kehrer,DF,Paris S-G,fr Ligue 1,1.0,51dbeea9
Marc-Oliver Kempf,DF,Stuttgart,de Bundesliga,1.0,815c314f
Max Kilman,DF,Wolves,eng Premier League,1.0,d0f72bf1
Koke,MF,Atlético Madrid,es La Liga,1.0,55126f3b
Maxim Leitsch,DF,Bochum,de Bundesliga,1.0,7e12a98d
Shane Long,FW,Southampton,eng Premier League,1.0,9f472354
Dion Lopy,MF,Reims,fr Ligue 1,1.0,64c14d49
José Luis Gayà,DF,Valencia,es La Liga,1.0,b05e2dbd
Charalambos Lykogiannis,DF,Cagliari,it Serie A,1.0,5efc5389
Mickael Malsa,MF,Levante,es La Liga,1.0,bbc19252
Aarón Martín,DF,Mainz 05,de Bundesliga,1.0,2f3e911a
Jonas Martin,MF,Rennes,fr Ligue 1,1.0,468fdbad
João Moutinho,MF,Wolves,eng Premier League,1.0,f5a00fa4
Wilfred Ndidi,MFDF,Leicester City,eng Premier League,1.0,6b47c5db
Álvaro Odriozola,DF,Fiorentina,it Serie A,1.0,1d1691ad
Emerson Palmieri,DF,Lyon,fr Ligue 1,1.0,e0bc6fdc
Daniel Parejo,MF,Villarreal,es La Liga,1.0,7460ca0d
Benjamin Pavard,DF,Bayern Munich,de Bundesliga,1.0,45a03961
Facundo Pellistri,MFFW,Alavés,es La Liga,1.0,ac7e7b1c
Ricardo Pepi,FWMF,Augsburg,de Bundesliga,1.0,a2b1ed42
Pubill,DF,Levante,es La Liga,1.0,365113c0
Nico Ribaudo,MFFW,Espanyol,es La Liga,1.0,ce8039aa
Guido Rodríguez,MF,Betis,es La Liga,1.0,34e393f2
Jérôme Roussillon,DF,Wolfsburg,de Bundesliga,1.0,13203c45
Víctor Ruiz,DF,Betis,es La Liga,1.0,b3dc6eca
Stefano Sensi,MF,Sampdoria,it Serie A,1.0,b70bde8f
Caio Henrique Oliveira Silva,DF,Monaco,fr Ligue 1,1.0,30af8b93
Angelo Stiller,MF,Hoffenheim,de Bundesliga,1.0,3b1ed320
John Stones,DF,Manchester City,eng Premier League,1.0,5eecec3d
Ádám Szalai,FW,Mainz 05,de Bundesliga,1.0,53e07d0b
Jordan Tell,FW,Clermont Foot,fr Ligue 1,1.0,4f093689
Steffen Tigges,FWMF,Dortmund,de Bundesliga,1.0,6b8887c2
Manu Vallejo,MFFW,Alavés,es La Liga,1.0,0bc4e720
Federico Valverde,MF,Real Madrid,es La Liga,1.0,0959c2a2
Unai Vencedor Paris,MF,Athletic Club,es La Liga,1.0,4112ace5
Tonny Vilhena,MFFW,Espanyol,es La Liga,1.0,c7069d87
Nikola Vlašić,FWMF,West Ham,eng Premier League,1.0,aa8e289e
Kyle Walker-Peters,DF,Southampton,eng Premier League,1.0,984a5a64
Ben White,DF,Arsenal,eng Premier League,1.0,35e413f1
Denis Zakaria,MFDF,M'Gladbach,de Bundesliga,1.0,384d58d9
Simone Zaza,FWMF,Torino,it Serie A,1.0,9592289a
Omar Alderete,DF,Valencia,es La Liga,0.9,bb08bce9
Youcef Atal,DF,Nice,fr Ligue 1,0.9,6a827d8e
Melvin Bard,DF,Nice,fr Ligue 1,0.9,1ddbc7ca
Donny van de Beek,MF,Everton,eng Premier League,0.9,50dc94ce
Rodrigo Bentancur,MF,Tottenham,eng Premier League,0.9,3b8674e6
Yves Bissouma,MF,Brighton,eng Premier League,0.9,6c203af0
Sam Byram,DF,Norwich City,eng Premier League,0.9,1bf811d4
Jovane Cabral,FW,Lazio,it Serie A,0.9,e34e086c
Fabien Centonze,DF,Metz,fr Ligue 1,0.9,3c6bbbab
Joris Chotard,MF,Montpellier,fr Ligue 1,0.9,7909ffa4
Sergio Córdova,FWMF,Augsburg,de Bundesliga,0.9,229cd98a
Lassana Coulibaly,MF,Salernitana,it Serie A,0.9,85a44ecc
Tanguy Coulibaly,DFFW,Stuttgart,de Bundesliga,0.9,05ba9d7c
Matteo Darmian,DF,Inter,it Serie A,0.9,96e0490d
Tom Davies,MF,Everton,eng Premier League,0.9,9228b07c
Tristan Dingomé,MFFW,Troyes,fr Ligue 1,0.9,92b56413
Brandon Domingues,MFFW,Troyes,fr Ligue 1,0.9,2a00c6c0
Harvey Elliott,MF,Liverpool,eng Premier League,0.9,c8387671
Maxime Estève,DF,Montpellier,fr Ligue 1,0.9,1a066e69
Junior Firpo,DF,Leeds United,eng Premier League,0.9,24f59bb2
Johan Gastien,MF,Clermont Foot,fr Ligue 1,0.9,868eaba0
Dennis Geiger,MF,Hoffenheim,de Bundesliga,0.9,37f606f0
Sergi Gómez,DF,Espanyol,es La Liga,0.9,bc6f5f06
Gerard Gumbau,MF,Elche,es La Liga,0.9,ac454a4f
Albert Guðmundsson,FWMF,Genoa,it Serie A,0.9,b79858d5
Oualid El Hajjam,DF,Troyes,fr Ligue 1,0.9,9f29c204
Henrique,DF,Lyon,fr Ligue 1,0.9,f28474a4
Luis Henrique,FWMF,Marseille,fr Ligue 1,0.9,f36d5624
Mats Hummels,DF,Dortmund,de Bundesliga,0.9,05d548d8
Curtis Jones,MF,Liverpool,eng Premier League,0.9,4fb9c88f
Joan Jordán,MF,Sevilla,es La Liga,0.9,2a0c8ba4
Kaio Jorge,MFFW,Juventus,it Serie A,0.9,0cf465f2
Flavio Junior Bianchi,FWMF,Genoa,it Serie A,0.9,3ef965c1
Presnel Kimpembe,DF,Paris S-G,fr Ligue 1,0.9,aef6e670
Mateo Klimowicz,FWMF,Stuttgart,de Bundesliga,0.9,2b7c56b4
Rade Krunić,MFFW,Milan,it Serie A,0.9,817c6964
Giorgos Kyriakopoulos,DFFW,Sassuolo,it Serie A,0.9,0a483542
Manuel Lazzari,DF,Lazio,it Serie A,0.9,02caf6e0
Isaac Lihadji,MFFW,Lille,fr Ligue 1,0.9,57a46f3f
Karol Linetty,MFFW,Torino,it Serie A,0.9,d023d70f
Sebastiano Luperto,DF,Empoli,it Serie A,0.9,997fff07
Marco Meyerhöfer,DF,Greuther Fürth,de Bundesliga,0.9,0b104510
Harold Moukoudi,DF,Saint-Étienne,fr Ligue 1,0.9,5f26e0c5
Nahitan Nández,MFDF,Cagliari,it Serie A,0.9,95facda1
Carlos Neva,DF,Granada,es La Liga,0.9,8d47bb39
Casimir Ninga,FW,Angers,fr Ligue 1,0.9,91f2da4c
Mathias Normann,MF,Norwich City,eng Premier League,0.9,8996350d
Adam Ounas,MFFW,Napoli,it Serie A,0.9,ed90babd
Gabriel Paulista,DF,Valencia,es La Liga,0.9,b7ca5c51
Mads Pedersen,MFDF,Augsburg,de Bundesliga,0.9,582a5247
Timothee Pembele,DF,Bordeaux,fr Ligue 1,0.9,f8ce97ca
Alberto Perea,MF,Cádiz,es La Liga,0.9,5496cc91
Romain Perraud,DF,Southampton,eng Premier League,0.9,6dfd8f05
Amos Pieper,DF,Arminia,de Bundesliga,0.9,526ea7cc
Uroš Račić,MF,Valencia,es La Liga,0.9,faed84db
Nicolò Rovella,MF,Genoa,it Serie A,0.9,e58cbfd5
Renato Sanches,MF,Lille,fr Ligue 1,0.9,032f894e
Jonjo Shelvey,MF,Newcastle Utd,eng Premier League,0.9,3727dd3c
Thiago Silva,DF,Chelsea,eng Premier League,0.9,86e7deaf
Mohamed Simakan,DF,RB Leipzig,de Bundesliga,0.9,fcb27134
Andreas Skov Olsen,DFFW,Bologna,it Serie A,0.9,c50cee19
Borna Sosa,DF,Stuttgart,de Bundesliga,0.9,af0d79a9
Adama Soumaoro,DF,Bologna,it Serie A,0.9,7b075c75
Jerry St. Juste,DF,Mainz 05,de Bundesliga,0.9,90339309
Petar Stojanović,DF,Empoli,it Serie A,0.9,13b44b02
Mario Suárez,DF,Rayo Vallecano,es La Liga,0.9,7106f0a0
Michael Svoboda,DF,Venezia,it Serie A,0.9,8abd174d
Óliver Torres,MFFW,Sevilla,es La Liga,0.9,58a9a4d9
Johan Vásquez,DF,Genoa,it Serie A,0.9,5eaed77a
Joël Veltman,DF,Brighton,eng Premier League,0.9,dad4b285
Mikel Vesga,MF,Athletic Club,es La Liga,0.9,b0fce72c
Yusuf Yazıcı,MFFW,Lille,fr Ligue 1,0.9,f5c8b425
Zaydou Youssouf,MF,Saint-Étienne,fr Ligue 1,0.9,e2f9bb5f
Kurt Zouma,DF,West Ham,eng Premier League,0.9,ce4246f5
Salis Abdul Samed,MF,Clermont Foot,fr Ligue 1,0.8,82464ce3
Kristoffer Ajer,DF,Brentford,eng Premier League,0.8,a8c0acb7
Kristjan Asllani,MF,Empoli,it Serie A,0.8,0fdcef0e
Serge Aurier,DF,Villarreal,es La Liga,0.8,5c2b4f07
Carlos Bacca,FW,Granada,es La Liga,0.8,09a9e921
Ismaël Bennacer,MF,Milan,it Serie A,0.8,db092d3b
Jimmy Briand,FWMF,Bordeaux,fr Ligue 1,0.8,f83c8d6c
Moisés Caicedo,MF,Brighton,eng Premier League,0.8,16264a81
José Campaña,MF,Levante,es La Liga,0.8,61220da2
Timothy Castagne,DF,Leicester City,eng Premier League,0.8,197640fd
Jonny Castro,DF,Wolves,eng Premier League,0.8,e28868f3
Ciaran Clark,DF,Newcastle Utd,eng Premier League,0.8,2b91cf8e
Tom Cleverley,MF,Watford,eng Premier League,0.8,6cdd8245
Álex Collado,MFFW,Granada,es La Liga,0.8,85dace26
Jack Cork,MF,Burnley,eng Premier League,0.8,74e12f1e
Wylan Cyprien,MF,Nantes,fr Ligue 1,0.8,3e092724
Dante,DF,Nice,fr Ligue 1,0.8,fd2bc67d
Jeremy Doku,FWMF,Rennes,fr Ligue 1,0.8,fffea3e5
Fábio,DF,Nantes,fr Ligue 1,0.8,bc7b4580
Fali,DFMF,Cádiz,es La Liga,0.8,72a84002
Dimitri Foulquier,DF,Valencia,es La Liga,0.8,45e17712
Riccardo Gagliolo,DF,Salernitana,it Serie A,0.8,173061c0
Dani García,MF,Athletic Club,es La Liga,0.8,240d3a0b
Francisco Garcia,DF,Rayo Vallecano,es La Liga,0.8,7226539b
Paolo Ghiglione,DF,Genoa,it Serie A,0.8,71dc23da
Andrés Guardado,MF,Betis,es La Liga,0.8,ef322658
Bruno Guimarães,MF,Lyon,fr Ligue 1,0.8,82518f62
Christian Günter,DF,Freiburg,de Bundesliga,0.8,8593f88c
Malo Gusto,DF,Lyon,fr Ligue 1,0.8,d56b9520
Benjamin Hübner,DF,Hoffenheim,de Bundesliga,0.8,99de6b6f
Vicente Iborra,MF,Villarreal,es La Liga,0.8,ad1ffcfd
Nicolas Jackson,FW,Villarreal,es La Liga,0.8,9c36ed83
Samuel Kalu,FWMF,Bordeaux,fr Ligue 1,0.8,b8d22478
Yannik Keitel,MF,Freiburg,de Bundesliga,0.8,d2c580ce
Philippe Koffi,FW,Reims,fr Ligue 1,0.8,9f1c2822
Marash Kumbulla,DF,Roma,it Serie A,0.8,a40819d9
Tariq Lamptey,DFFW,Brighton,eng Premier League,0.8,f4e433d4
Bryan Lasme,FW,Arminia,de Bundesliga,0.8,ebac0ace
Marcos Llorente,DFMF,Atlético Madrid,es La Liga,0.8,02c15616
Javi Martínez,MF,Osasuna,es La Liga,0.8,3672b352
Dion Moise Sahi,FWMF,Strasbourg,fr Ligue 1,0.8,cdc4458b
Manu Morlanes,MF,Espanyol,es La Liga,0.8,a0255c67
Loren Morón,FWMF,Espanyol,es La Liga,0.8,3aa4a3be
Vitaliy Mykolenko,DF,Everton,eng Premier League,0.8,30d4a2e5
Unai Núñez,DF,Athletic Club,es La Liga,0.8,be170419
Fabiano Parisi,DF,Empoli,it Serie A,0.8,0967845b
Ivan Radovanović,DFMF,Salernitana,it Serie A,0.8,023937a9
Adil Rami,DF,Troyes,fr Ligue 1,0.8,8dbff17c
Sebastian Rode,MF,Eint Frankfurt,de Bundesliga,0.8,e12b0b5b
Óscar Rodríguez Arnaiz,FWMF,Sevilla,es La Liga,0.8,19709006
Pablo Sarabia,FW,Paris S-G,fr Ligue 1,0.8,9744ff80
Esteban Saveljich,DF,Rayo Vallecano,es La Liga,0.8,79f2a5f5
